Title,Genres,Release Date,Studio,Critic Score,Audience Score,Hint,Vibe Emojis,Description,TMDB Genres,TMDB Year,TMDB Studio,TMDB Rating,TMDB Number of Ratings,TMDB Country,TMDB Language,TMDB Poster URL,TMDB Trailer Link,TMDB Description,TMDB Runtime,TMDB Budget,TMDB Revenue,TMDB Popularity
Chennai Express,"Action, Comedy, Romance",2013-08-09,Red Chillies Entertainment,6,N/A,A man traveling across the southern region of India encounters an unexpected companion during a cross-country train journey.,🚂🇮🇳🛣️🎒🌶️🎭💃🕺✨🎥,"A Mumbai-based man embarks on a journey to a small village in Tamil Nadu to fulfill a familial request, only to become involved in a complex situation involving a local man's daughter and her entourage.","Romance, Comedy, Action",2013,"Red Chillies Entertainment, UTV Motion Pictures, Reliance MediaWorks",6.526,384,India,"Hindi, Tamil",https://image.tmdb.org/t/p/w500/9j7XfhBJKNfidMCa8JsNbqU1waV.jpg,https://www.youtube.com/watch?v=rARol7Dk2zo,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.",141,18000000,62000000,4.7529
House of the Sun,"Drama, Period Piece",1992-05-15,CineVista,72,N/A,A collection of individuals navigate shifting social dynamics within a family estate during a period of historical transition.,☀️🏘️🎞️🕰️💼🖼️🕯️📉🏺📜,An analytical examination of interpersonal relationships and inherited property constraints set against the backdrop of mid-twentieth-century societal shifts.,"Action, Thriller, Crime, Drama",2011,Berkshire Axis Media,4.447,76,United States of America,English,https://image.tmdb.org/t/p/w500/cZLgk8f51582QUHOQpSH72sotoL.jpg,https://www.youtube.com/watch?v=knx2NAnye1Y,"Ray, an ex-cop, is starting a new life looking to stay out of trouble. One evening, on Ray's watch, the nightclub he works for is robbed and the owner's son is shot dead. As his criminal past is exposed Ray hunts for the person responsible for this crime in an effort to clear his own name. Ray must get to the bottom of this as both the mob and cops start to close in on him as their target suspect.",90,1500000,,0.8426
The Front Runner,"Biography, Drama, History",2018-11-21,Columbia Pictures,59,N/A,A prominent political figure experiences an rapid shift in career trajectory due to the intersection of private conduct and public media scrutiny.,🗳️👔📰🎙️🏛️🕰️📱📉💼⚖️,The film chronicles the rise and fall of Senator Gary Hart during the 1988 presidential campaign as his front-runner status is challenged by allegations of extramarital activity.,"Drama, History",2018,"Bron Studios, Right of Way Films, Creative Wealth Media Finance",5.91,379,"United States of America, Canada",English,https://image.tmdb.org/t/p/w500/9QKzd31H1bCjMAJ8HoaASWqbHfY.jpg,https://www.youtube.com/watch?v=MDQd_gaMGoI,"Gary Hart, former Senator of Colorado, becomes the front-runner for the Democratic presidential nomination in 1987. Hart's intelligence, charisma and idealism makes him popular with young voters, leaving him with a seemingly clear path to the White House. All that comes crashing down when allegations of an extramarital affair surface in the media, forcing the candidate to address a scandal that threatens to derail his campaign and personal life.",113,25000000,3300000,1.8507
Broken City,"Crime, Drama, Thriller",2013-01-18,Regency Enterprises,28,N/A,A former law enforcement official is recruited by a public figure to investigate a domestic discrepancy that leads to a complex web of urban corruption.,🏙️⚖️🔍💼🎞️📂🎭🥃🔦📍,"After a scandal forces him to leave the police force, a private investigator is hired by the Mayor of New York City to surveil his wife, inadvertently uncovering a deeper conspiracy involving real estate development and political malpractice.","Thriller, Crime, Drama",2013,"1984 Private Defense Contractors, Inferno International, Regency Enterprises, Black Bear Pictures, New Regency Pictures, Closest to the Hole Productions, Envision Entertainment, Leverage Entertainment, Emmett/Furla Films",5.957,1581,United States of America,English,https://image.tmdb.org/t/p/w500/hqa5FwNZC55zqSpdeGFtBDqw55y.jpg,https://www.youtube.com/watch?v=oJWfM40Sklc,"In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",109,56000000,34737199,2.3625
Adult World,"Comedy, Drama",2013-02-14,IFC Films,47,N/A,A recent college graduate attempts to reconcile her literary aspirations with the requirements of employment in a retail environment.,🎓🖋️📦🏙️💼🧥🚲🎞️☕📖,"After graduating from college with a degree in poetry, Amy Anderson struggles to find professional success and is forced to take a job at a local adult novelty store while attempting to land a mentorship with a reclusive poet.",Comedy,2014,"Anonymous Content, Treehouse Pictures",6.053,389,United States of America,English,https://image.tmdb.org/t/p/w500/gI3AmarNB7eJXG0Qe8DzWiYjBWv.jpg,https://www.youtube.com/watch?v=yrHVFpdOetY,"Amy, a naive college graduate who believes she's destined to be a great poet, begrudgingly accepts a job at a sex shop while she pursues a mentorship with reclusive writer Rat Billings.",107,,,1.2621
Divine Secrets of the Ya-Ya Sisterhood,"Drama, Comedy",2002-06-07,Warner Bros. Pictures,44,N/A,A daughter attempts to reconcile with her mother by examining artifacts and stories from a lifelong friendship.,🎭👗📖🕰️🌻🛤️📦🥂👵👩,"After a stage director suffers a nervous breakdown, she is kidnapped by her mother's lifelong friends who present a scrapbook detailing the history of their collective experiences and past grievances.","Comedy, Drama",2002,"All Girl Productions, Gaylord Productions",6.09,256,United States of America,English,https://image.tmdb.org/t/p/w500/hI05FJ8wgPROHQgLtfJ4ZuH3l4b.jpg,https://www.youtube.com/watch?v=TEgMH16DYN8,"In a sleepy Louisiana parish, a group of lifelong friends stage a rather unorthodox intervention to help a young playwright unravel the truth about her complicated mother and let go of her painful past.",116,27000000,73839240,1.465
O,"Drama, Thriller, Romance",2001-08-31,Lions Gate Films,54,N/A,A student athlete at a boarding school experiences social fragmentation triggered by the manipulation of a peer.,🏀🏫🎭✉️🥀💔🔥👤🌑🔄,"A modern adaptation of Shakespeare's Othello set within the competitive environment of an American high school basketball team, exploring themes of jealousy and institutional hierarchies.","Drama, Romance, Thriller",2001,"Dimension Films, FilmEngine, Chickie The Cop Production, Daniel Fried Productions, Rhulen Entertainment, Miramax, Lionsgate",5.919,304,United States of America,"English, French",https://image.tmdb.org/t/p/w500/6zcnbgNm4Es96sfsgoUavqbAed9.jpg,https://www.youtube.com/watch?v=sxp0Z5W0Vxw,"Even though he's the only black student at the elite Palmetto Grove Academy, star basketball player Odin James has the adoration of all, including the team's coach and the Dean's beautiful daughter Desi. Odin's troubled friend Hugo, the coach's son, deeply resentful of his father's preference of Odin on and off the court, plots a diabolical scheme to sow the seed of mistrust between O and Desi, setting in motion a disturbing chain of events which erupts into a firestorm of breathtaking intensity.",95,,16017403,1.1408
Any Which Way You Can,"Action, Comedy",1980-12-17,Warner Bros.,31,N/A,A man and his animal companion navigate a series of underground competitions and personal entanglements across the American West.,🥊🐒🛣️🚚🕶️🍻🏜️🚗💼💵,"A sequel to Every Which Way but Loose, this film follows Philo Beddoe, a prize fighter who returns to the ring for a final bout while continuing to manage his domestic life alongside an orangutan.","Action, Adventure, Comedy",1980,"Warner Bros. Pictures, Malpaso Productions",5.8,370,United States of America,English,https://image.tmdb.org/t/p/w500/cjqS8TXTy0GvqPBfdB4CAbFCYW6.jpg,https://www.youtube.com/watch?v=ZHto8p6qIDg,"Philo takes part in a bare knuckle fight – as he does – to make more money than he can earn from his car repair business. He decides to retire, but when the Mafia come along and arrange another fight, he's pushed into it. A motorcycle gang and an orangutan called Clyde all add to the 'fun'.",115,15000000,70687344,1.7818
S1m0ne,"Sci-Fi, Comedy, Drama",2002-08-23,New Line Cinema,51,N/A,A struggling filmmaker utilizes digital technology to fabricate a lead actress who subsequently achieves global notoriety.,🖥️🎬🎭🤖🎞️👤✨💾📽️🔌,"An aging director, facing professional decline and the departure of his star actress, replaces her with a completely computer-generated persona, leading to complex ethical and identity-related complications.","Science Fiction, Comedy, Drama, Romance",2002,"Niccol Films, New Line Cinema, Jersey Films",6,998,United States of America,English,https://image.tmdb.org/t/p/w500/mdHEOCSGPvwa9pYiV1ZDZ1ihj42.jpg,https://www.youtube.com/watch?v=HuAjeuKXX7c,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star — the first totally believable synthetic actress.",117,10000000,19576023,1.7411
City by the Sea,"Crime, Drama, Mystery",2002-09-06,Warner Bros. Pictures,48,N/A,A career law enforcement official confronts a personal history that bridges his professional duties and familial obligations in a coastal urban setting.,🌊⚖️👮‍♂️🔗🏚️🌫️🏙️🔍📋📽️,An experienced detective in the New York City Police Department finds himself investigating a murder case that leads directly to his estranged son who is residing in an impoverished seaside community.,"Crime, Drama, Mystery",2002,"Franchise Pictures, Brad Grey Pictures",5.787,387,United States of America,English,https://image.tmdb.org/t/p/w500/vpjKtnE5SGTfmdw4YtJsnrfFJs0.jpg,https://www.youtube.com/watch?v=ssQu16utnR8,"Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past, but then makes the terrible discovery that his own son has fallen into a life of crime.",108,40000000,22433915,1.7414
Jug Jugg Jeeyo,"Comedy, Drama, Romance",2022-06-24,Dharma Productions,65,N/A,Two couples residing in the same household navigate the complexities of long-term domestic commitments and personal secrets.,💍✈️🇮🇳👔👗🏢🥂💔🏡✨,"The narrative follows two married couples from different generations who discover that their respective unions have reached a point of significant instability, leading to a series of confrontations within their familial residence.","Comedy, Drama",2022,"Dharma Productions, Viacom18 Studios",6.348,46,India,"Hindi, English",https://image.tmdb.org/t/p/w500/ovyWtXhPRKKpSyMUIVYBWiurggY.jpg,https://www.youtube.com/watch?v=z6ZedPiTEv0,"A marriage. A re-marriage. A pending divorce. It's been five years since Kukoo and Nainaa got married after knowing each other practically all their lives, and now they need to break it to their family that they want a divorce. Kukoo's parents, Bheem and Geeta, a couple that everyone looks up to, have no plans of making Kukoo and Naina's lives easier. They have their own plans and set of surprises in store for the young couple; all this in the middle of Kukoo's sister's wedding.",148,,,0.83
The Oxford Murders,"Mystery, Thriller, Crime",2008-01-18,Tornasol Films,33,N/A,A mathematics student and a professor collaborate to identify the pattern behind a series of deaths occurring within an academic institution.,🎓🔍🔢🧩📚🏛️🖋️🧪💼⚖️,An Argentine graduate student at Oxford University teams up with a world-renowned professor to solve a sequence of murders that appear to follow a specific mathematical logic.,"Crime, Mystery, Thriller",2008,"La Fabrique 2, Tornasol Media, Oxford Crimes, Telecinco Cinema",5.965,707,"France, Spain, United Kingdom",English,https://image.tmdb.org/t/p/w500/aPGyZg44eCxccfoaNNbJwTJj66J.jpg,https://www.youtube.com/watch?v=ID5lJ32PveE,"At Oxford University, a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols.",107,14100000,,1.5185
