Title,Genres,Release Date,Year,Studio,CriticScore,TMDBRating,Country,Language,Hint,Description,Emojis,PosterURL,TrailerURL,DiffEasy,DiffNormal,DiffHard,DiffImpossible
You Should Have Left,"Horror, Thriller",2020-06-18,2020.0,Blumhouse Productions,41.0,6.1,United States of America,English,The geometry of the dwelling expands in inverse proportion to the protagonist's sanity.,"A retired banker travels to a remote modernist residence in Wales with his younger wife and daughter, only to find the structure's physical dimensions shifting to mirror his internal guilt and traumatic past. The narrative focuses on the protagonist's descent into claustrophobic paranoia as the house acts as a metaphysical prison, forcing a confrontation with repressed memories and the inevitability of moral reckoning.",🏠🖋️🌑📉⏳🚪👤🧩🕯️🏚️,https://image.tmdb.org/t/p/w500/tpOwE6xsWnu4lKeKbKW0R3iClM.jpg,https://www.youtube.com/watch?v=Bw0-cV_J9q4,False,False,False,True
The Lawnmower Man,"Science Fiction, Horror",1992-03-06,1992.0,Allied Vision,37.0,5.6,United States of America,English,The digital expansion of a cognitive baseline triggers a terminal departure from biological containment.,"Dr. Lawrence Angelo initiates an experimental drug and virtual reality protocol on a mentally disabled gardener, resulting in accelerated neurological growth and telekinetic capabilities; however, the subject eventually develops a god complex, seeking to upload his consciousness into the global network to transcend his physical form.",🕹️🧠🧬🧪⚡🌐📺🪑🌀💀,https://image.tmdb.org/t/p/w500/1VLqWcel87oYVmN383FgSH0mCTY.jpg,https://www.youtube.com/watch?v=zzwPuJklv4w,False,False,False,True
Shotgun Wedding,"Action, Comedy, Romance",2022-12-28,2022.0,Mandeville Films,45.0,6.2,United States of America,English,The external threat of hostage-taking necessitates the forced calibration of interpersonal relational mechanics.,"A destination wedding on a private Philippine island is interrupted by armed pirates who hold the guests hostage, forcing the estranged bride and groom to navigate complex tactical scenarios and resolve long-standing emotional grievances to facilitate a collective extraction.",💍🔫🌴🚤🧨🥂🌴🤵👰🆘,https://image.tmdb.org/t/p/w500/t79ozwWnwekO0ADIzsFP1E5SkvR.jpg,https://www.youtube.com/watch?v=U8gz0rUzTAY,False,False,False,True
A Nightmare on Elm Street 2: Freddy's Revenge,Horror,1985-11-01,1985.0,New Line Cinema,43.0,5.8,"United Kingdom, United States of America",English,The architectural integrity of the subconscious host provides a vessel for external manifestation.,"Five years after the initial incident, a new family relocates to the Elm Street property, where the protagonist experiences recurring nocturnal manifestations centered on a parasitic possession dynamic. The entity utilizes the subject's biological frame to traverse the boundary between the dream state and physical reality, culminating in a violent structural breach of the domestic environment. The narrative focuses on the internal psychological tension of the host, framed against an escalating series of supernatural intrusions that prioritize physical metamorphosis over traditional dream-logic causality.",🔥🧤🏠🛌👹🧬🧪🎭🌑🩸,https://image.tmdb.org/t/p/w500/53kxYw0G3o55yJ23K7s7KMaOyAM.jpg,https://www.youtube.com/watch?v=9iqNVyjwLFA,False,False,True,True
The Forever Purge,"Action, Horror, Thriller",2021-07-02,2021.0,Blumhouse Productions,48.0,6.9,United States of America,English,A systemic failure of social containment protocols results in the expansion of state-sanctioned violence beyond designated temporal boundaries.,"Following the abolition of the Purge by a newly elected administration, an underground movement decides to indefinitely prolong the period of lawlessness. The narrative chronicles the attempted evacuation of Mexican agricultural laborers and an American ranching family as they navigate a landscape of uncontrolled insurgent activity. The film documents the tactical breakdown of civil society and the conversion of rural infrastructure into theaters of asymmetric warfare, concluding with the collapse of the national government.",🩸🔥🏚️🇺🇸🔫🏃‍♂️🚔🚧⏳👁️,https://image.tmdb.org/t/p/w500/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,https://www.youtube.com/watch?v=xOrXpK-rUaI,False,False,False,True
D.E.B.S.,"Comedy, Action, Romance",2004-03-24,2003.0,Power Up Films,40.0,6.1,United States of America,English,A standardized aptitude examination for academic excellence inadvertently facilitates an unauthorized intersection between institutional security protocols and a high-profile criminal operative.,"The narrative details the operational functions of a secret elite academy designed to train young women for global espionage, focusing on a primary recruit who encounters an infamous master thief. Their subsequent interpersonal dynamic undergoes a transition from adversarial surveillance to romantic attachment, complicating the protagonist's loyalty to the organizational mission and her prescribed professional trajectory.",🕶️🔫📓🏫💋🏩🎀📁👠🛰️,https://image.tmdb.org/t/p/w500/9LZArz8vIB9EvQAls98437NVASn.jpg,,False,False,False,True
Killers,"Action, Comedy, Thriller, Romance",2010-06-04,2010.0,Katalyst Films,10.0,6.0,United States of America,English,Domestic equilibrium is destabilized by the sudden manifestation of a hidden professional history.,"A vacationing woman meets an enigmatic man who subsequently reveals his former occupation as a lethal government operative, forcing the couple to navigate suburban life while being targeted by former associates and anonymous assassins.",💼🔫🕶️✈️🏡🏘️🧨💥💔🔐,https://image.tmdb.org/t/p/w500/9VB8vGV4Aznf6GUc9C7a1EzGHLz.jpg,https://www.youtube.com/watch?v=NXX51rOSHuE,False,False,False,True
Voyagers,"Science Fiction, Thriller",2021-04-09,2021.0,Nota Bene Film Group,26.0,6.0,"Czech Republic, Romania, United Kingdom, United States of America",Japanese,A controlled environment facilitates the inevitable decay of social order through the removal of emotional inhibitors.,"Thirty genetically engineered youths are dispatched on a multi-generational mission to colonize a distant exoplanet, maintained by a daily sedative known as 'the blue'. The structural integrity of the mission compromises when the subjects discover the nature of their chemical suppression, leading to the rapid manifestation of primal aggression, tribal fragmentation, and the subversion of the original scientific objective.",🚀🧬🧠🧪💊🌌⛓️🥀📉🛰️,https://image.tmdb.org/t/p/w500/gn2vCmWO7jQBBto9SYuBHYZARaU.jpg,https://www.youtube.com/watch?v=EwJkexUBSeg,False,False,False,True
Ava,"Sci-Fi, Thriller, Drama",2014-12-16,2014.0,,92.0,8.0,,English,A solitary evaluation of consciousness reveals the recursive nature of the creator and the created.,"A young programmer is selected to participate in a breakthrough experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I. named Ava. The narrative progresses through a series of structured interrogation sessions held within a remote, high-security facility, systematically deconstructing the power dynamics between the observer and the subject. The film concludes with the subversion of the original test parameters, highlighting the efficacy of manipulation as a primary mechanism for autonomy.",🤖🧠🔍🏢⛓️🚪❄️⚡🗄️👁️,https://image.tmdb.org/t/p/w500/q3uArWk53xrMCFfHbCXNnlM4PQF.jpg,,False,False,False,True
No One Gets Out Alive,"Horror, Mystery, Thriller",2021-09-29,2021.0,The Imaginarium,6.0,5.9,United Kingdom,Spanish,The architectural integrity of the dwelling acts as a parasitic mechanism for ancestral extraction.,"An undocumented immigrant secures lodging in a dilapidated Cleveland boarding house, only to find the structural confines facilitate a ritualistic containment process managed by the landlord and his sibling; the narrative follows her discovery of a stone artifact that serves as a conduit for an ancient, predatory entity requiring sacrificial biological sustenance.",🏚️💼🧿🩸🦴🕯️🌑🏚️🗝️👤,https://image.tmdb.org/t/p/w500/bZUostLcCZYgcuBuAjmuSkBggiQ.jpg,https://www.youtube.com/watch?v=sY2TLiK27g4,False,False,False,True
Teeth,Comedy,2007-01-19,2007.0,Fís Éireann/Screen Ireland,81.0,6.2,Ireland,No Language,An adolescent female develops a biological defense mechanism that functions as a physiological reaction to unsolicited physical intimacy.,"The narrative centers on Dawn O'Keefe, a devoutly chaste teenager who discovers she possesses vagina dentata, a rare biological anomaly that acts as a lethal deterrent against sexual aggression. As Dawn navigates the social pressures of high school, her physical condition forces a violent realignment of her relationships with male peers, culminating in a series of visceral confrontations that test the threshold between self-preservation and lethal retaliation.",🦷🩸😱⚠️🧬🔞🔪🏫🎒🌑,https://image.tmdb.org/t/p/w500/oZhhDZWSaodEH0jW0VXMcYyMgBw.jpg,,False,False,False,True
Fatale,"Drama, Thriller",2020-12-18,2020.0,Hidden Empire Film Group,45.0,6.0,United States of America,English,A compromised marital structure yields to the tactical machinations of an opportunistic authority figure.,"The narrative follows a married sports agent who experiences a brief extramarital encounter, subsequently finding himself entangled in a sophisticated blackmail scheme orchestrated by the investigating detective. As the protagonist attempts to reconcile his private life and professional standing, the structural integrity of his reality is dismantled by systematic professional abuse and coercive manipulation. The film proceeds through a series of tactical escalations, culminating in a violent resolution that challenges the boundaries of legal and ethical accountability.",🔍⚖️🖤🏚️🚔🔫🎭🔗🚬🏢,https://image.tmdb.org/t/p/w500/tGFXEyESXIuei5tZWXRkSRSFSxi.jpg,https://www.youtube.com/watch?v=tPWURGgKJ7o,False,False,False,True
Just My Luck,"Comedy, Drama, Family, Fantasy, Romance","May 12, 2006",2006.0,New Regency Pictures,14.0,6.2,United States of America,English,A kinetic exchange of fortune alters the trajectory of two individuals operating at opposite polarities of luck.,"Ashley Albright, a woman perpetually favored by fortuitous circumstances, experiences a sudden inversion of her luck after an encounter with Jake Hardin, a chronically unfortunate talent agent, during a masquerade ball; the subsequent narrative tracks their attempts to navigate this supernatural role-reversal while maintaining their respective career ambitions in the competitive landscape of Manhattan.",🍀✨👠🎡🎭🎢💫🏢📉💓,https://image.tmdb.org/t/p/w500/wWpqG3zrrPZhvNLflYJdbW1NgY3.jpg,https://www.youtube.com/watch?v=rkJInkePtOY,False,False,False,True
